@RELATION input4

@ATTRIBUTE Step1-0	NUMERIC
@ATTRIBUTE Step2-0 NUMERIC
@ATTRIBUTE Step3-0 NUMERIC
@ATTRIBUTE Step4-0 NUMERIC
@ATTRIBUTE Step5-0 NUMERIC
@ATTRIBUTE Step1-45 NUMERIC
@ATTRIBUTE Step2-45 NUMERIC
@ATTRIBUTE Step3-45 NUMERIC
@ATTRIBUTE Step4-45 NUMERIC
@ATTRIBUTE Step5-45 NUMERIC
@ATTRIBUTE Step1-90 NUMERIC
@ATTRIBUTE Step2-90 NUMERIC
@ATTRIBUTE Step3-90 NUMERIC
@ATTRIBUTE Step4-90 NUMERIC
@ATTRIBUTE Step5-90 NUMERIC
@ATTRIBUTE Step1-135 NUMERIC
@ATTRIBUTE Step2-135 NUMERIC
@ATTRIBUTE Step3-135 NUMERIC
@ATTRIBUTE Step4-135 NUMERIC
@ATTRIBUTE Step5-135 NUMERIC
@ATTRIBUTE Var1-0	NUMERIC
@ATTRIBUTE Var2-0	NUMERIC
@ATTRIBUTE Var3-0 NUMERIC	
@ATTRIBUTE Var4-0	NUMERIC
@ATTRIBUTE Var5-0	NUMERIC
@ATTRIBUTE Var1-45	NUMERIC
@ATTRIBUTE Var2-45	NUMERIC
@ATTRIBUTE Var3-45	NUMERIC
@ATTRIBUTE Var4-45	NUMERIC
@ATTRIBUTE Var5-45	NUMERIC
@ATTRIBUTE Var1-90	NUMERIC
@ATTRIBUTE Var2-90	NUMERIC
@ATTRIBUTE Var3-90	NUMERIC
@ATTRIBUTE Var4-90	NUMERIC
@ATTRIBUTE Var5-90	NUMERIC
@ATTRIBUTE Var1-135 NUMERIC
@ATTRIBUTE Var2-135 NUMERIC
@ATTRIBUTE Var3-135 NUMERIC
@ATTRIBUTE Var4-135 NUMERIC
@ATTRIBUTE Var5-135 NUMERIC
@ATTRIBUTE Ent1-0	NUMERIC
@ATTRIBUTE Ent2-0	NUMERIC
@ATTRIBUTE Ent3-0	NUMERIC
@ATTRIBUTE Ent4-0	NUMERIC
@ATTRIBUTE Ent5-0 NUMERIC	
@ATTRIBUTE Ent1-45	NUMERIC
@ATTRIBUTE Ent2-45	NUMERIC
@ATTRIBUTE Ent3-45	NUMERIC
@ATTRIBUTE Ent4-45	NUMERIC
@ATTRIBUTE Ent5-45	NUMERIC
@ATTRIBUTE Ent1-90	NUMERIC
@ATTRIBUTE Ent2-90	NUMERIC
@ATTRIBUTE Ent3-90	NUMERIC
@ATTRIBUTE Ent4-90	NUMERIC
@ATTRIBUTE Ent5-90	NUMERIC
@ATTRIBUTE Ent1-135 NUMERIC
@ATTRIBUTE Ent2-135 NUMERIC
@ATTRIBUTE Ent3-135 NUMERIC
@ATTRIBUTE Ent4-135 NUMERIC
@ATTRIBUTE Ent5-135 NUMERIC
@ATTRIBUTE Enrgy1-0 NUMERIC
@ATTRIBUTE Enrgy2-0 NUMERIC
@ATTRIBUTE Enrgy3-0 NUMERIC
@ATTRIBUTE Enrgy4-0 NUMERIC
@ATTRIBUTE Enrgy5-0 NUMERIC
@ATTRIBUTE Enrgy1-45 NUMERIC
@ATTRIBUTE Enrgy2-45 NUMERIC
@ATTRIBUTE Enrgy3-45 NUMERIC
@ATTRIBUTE Enrgy4-45 NUMERIC	
@ATTRIBUTE Enrgy5-45 NUMERIC	
@ATTRIBUTE Enrgy1-90 NUMERIC
@ATTRIBUTE Enrgy2-90 NUMERIC
@ATTRIBUTE Enrgy3-9 NUMERIC
@ATTRIBUTE Enrgy4-90 NUMERIC	
@ATTRIBUTE Enrgy5-90 NUMERIC
@ATTRIBUTE Enrgy1-135 NUMERIC
@ATTRIBUTE Enrgy2-135 NUMERIC	
@ATTRIBUTE Enrgy3-135 NUMERIC
@ATTRIBUTE Enrgy4-135 NUMERIC
@ATTRIBUTE Enrgy5-135 NUMERIC
@ATTRIBUTE Hom1-0	NUMERIC
@ATTRIBUTE Hom2-0	NUMERIC
@ATTRIBUTE Hom3-0	NUMERIC
@ATTRIBUTE Hom4-0	NUMERIC
@ATTRIBUTE Hom5-0	NUMERIC
@ATTRIBUTE Hom1-45	NUMERIC
@ATTRIBUTE Hom2-45	NUMERIC
@ATTRIBUTE Hom3-45	NUMERIC
@ATTRIBUTE Hom4-45	NUMERIC
@ATTRIBUTE Hom5-45	NUMERIC
@ATTRIBUTE Hom1-90	NUMERIC
@ATTRIBUTE Hom2-90	NUMERIC
@ATTRIBUTE Hom3-90	NUMERIC
@ATTRIBUTE Hom4-90 NUMERIC
@ATTRIBUTE Hom5-90	NUMERIC
@ATTRIBUTE Hom1-135 NUMERIC
@ATTRIBUTE Hom2-135 NUMERIC
@ATTRIBUTE Hom3-135 NUMERIC	
@ATTRIBUTE Hom4-135 NUMERIC
@ATTRIBUTE Hom5-135 NUMERIC	
@ATTRIBUTE Mom1-0	NUMERIC
@ATTRIBUTE Mom2-0	NUMERIC
@ATTRIBUTE Mom3-0	NUMERIC
@ATTRIBUTE Mom4-0	NUMERIC
@ATTRIBUTE Mom5-0	NUMERIC
@ATTRIBUTE Mom1-45	NUMERIC
@ATTRIBUTE Mom2-45	NUMERIC
@ATTRIBUTE Mom3-45	NUMERIC
@ATTRIBUTE Mom4-45	NUMERIC
@ATTRIBUTE Mom5-45	NUMERIC
@ATTRIBUTE Mom1-90	NUMERIC
@ATTRIBUTE Mom2-90 NUMERIC
@ATTRIBUTE Mom3-90	NUMERIC
@ATTRIBUTE Mom4-90	NUMERIC
@ATTRIBUTE Mom5-90	NUMERIC
@ATTRIBUTE Mom1-135 NUMERIC
@ATTRIBUTE Mom2-135 NUMERIC	
@ATTRIBUTE Mom3-135 NUMERIC
@ATTRIBUTE Mom4-135 NUMERIC
@ATTRIBUTE Mom5-135 NUMERIC
@ATTRIBUTE Inv1-0	NUMERIC
@ATTRIBUTE Inv2-0	NUMERIC
@ATTRIBUTE Inv3-0	NUMERIC
@ATTRIBUTE Inv4-0	NUMERIC
@ATTRIBUTE Inv5-0	NUMERIC
@ATTRIBUTE Inv1-45	NUMERIC
@ATTRIBUTE Inv2-45	NUMERIC
@ATTRIBUTE Inv3-45	NUMERIC
@ATTRIBUTE Inv4-45	NUMERIC
@ATTRIBUTE Inv5-45	NUMERIC
@ATTRIBUTE Inv1-90	NUMERIC
@ATTRIBUTE Inv2-90	NUMERIC
@ATTRIBUTE Inv3-90	NUMERIC
@ATTRIBUTE Inv4-90	NUMERIC
@ATTRIBUTE Inv5-90	NUMERIC
@ATTRIBUTE Inv1-135	NUMERIC
@ATTRIBUTE Inv2-135 NUMERIC
@ATTRIBUTE Inv3-135 NUMERIC
@ATTRIBUTE Inv4-135 NUMERIC
@ATTRIBUTE Inv5-135 NUMERIC
@ATTRIBUTE Class {3,4,5,1}

@DATA
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.08,	0.14,	0.18,	0.21,	0.24,	0.10,	0.15,	0.17,	0.20,	0.23,	0.07,	0.13,	0.17,	0.19,	0.21,	0.11,	0.18,	0.23,	0.29,	0.36,	0.61,	0.73,	0.79,	0.80,	0.82,	0.68,	0.77,	0.79,	0.79,	0.82,	0.62,	0.75,	0.76,	0.77,	0.79,	0.67,	0.76,	0.81,	0.82,	0.84,	0.30,	0.30,	0.29,	0.29,	0.29,	0.30,	0.30,	0.29,	0.29,	0.29,	0.31,	0.30,	0.30,	0.29,	0.29,	0.30,	0.29,	0.29,	0.29,	0.28,	0.96,	0.93,	0.92,	0.91,	0.90,	0.95,	0.93,	0.92,	0.91,	0.90,	0.96,	0.94,	0.92,	0.91,	0.90,	0.95,	0.92,	0.90,	0.89,	0.87,	2873.00,	6527.00,	11873.00,	18553.00,	27203.00,	170.00,	470.00,	914.00,	1338.00,	1604.00,	-2715.00,	-6015.00,	-10293.00,	-15313.00,	-21555.00,	-5726.00,	-15392.00,	-29612.00,	-51050.00,	-81068.00,	20307.50,	35309.50,	42882.36,	46633.42,	49678.54,	20307.50,	35309.50,	42882.36,	46633.42,	49678.54,	20307.50,	35309.50,	42882.36,	46633.42,	49678.54,	20307.50,	35309.50,	42882.36,	46633.42,	49678.54,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.07,	0.14,	0.21,	0.27,	0.32,	0.12,	0.23,	0.33,	0.42,	0.51,	0.08,	0.17,	0.25,	0.32,	0.39,	0.11,	0.21,	0.30,	0.38,	0.46,	0.96,	1.00,	1.00,	1.00,	1.00,	1.00,	1.00,	1.00,	1.00,	1.00,	0.91,	0.98,	0.98,	0.99,	0.99,	1.00,	1.00,	1.00,	1.00,	1.00,	0.12,	0.11,	0.10,	0.10,	0.09,	0.11,	0.10,	0.09,	0.09,	0.08,	0.12,	0.11,	0.10,	0.09,	0.09,	0.11,	0.10,	0.09,	0.09,	0.08,	0.97,	0.94,	0.92,	0.90,	0.89,	0.95,	0.91,	0.88,	0.86,	0.85,	0.96,	0.93,	0.90,	0.88,	0.87,	0.95,	0.91,	0.89,	0.87,	0.85,	988.00,	6354.00,	13101.00,	18003.00,	22809.00,	9268.00,	51013.00,	96128.00,	133973.00,	169674.00,	2646.00,	27535.00,	66414.00,	106946.00,	144765.00,	6602.00,	40381.00,	79009.00,	116905.00,	155785.00,	16592.15,	30923.73,	41556.03,	49590.55,	55898.20,	16592.15,	30923.73,	41556.03,	49590.55,	55898.20,	16592.15,	30923.73,	41556.03,	49590.55,	55898.20,	16592.15,	30923.73,	41556.03,	49590.55,	55898.20,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.11,	0.20,	0.25,	0.29,	0.32,	0.14,	0.22,	0.27,	0.31,	0.35,	0.09,	0.17,	0.21,	0.24,	0.27,	0.14,	0.23,	0.28,	0.32,	0.36,	0.54,	0.64,	0.71,	0.71,	0.73,	0.55,	0.69,	0.70,	0.71,	0.73,	0.55,	0.61,	0.68,	0.70,	0.70,	0.55,	0.69,	0.70,	0.70,	0.72,	0.15,	0.13,	0.12,	0.11,	0.10,	0.15,	0.12,	0.11,	0.11,	0.10,	0.16,	0.14,	0.13,	0.12,	0.11,	0.14,	0.12,	0.11,	0.10,	0.10,	0.95,	0.90,	0.88,	0.86,	0.84,	0.93,	0.89,	0.87,	0.85,	0.83,	0.95,	0.92,	0.89,	0.88,	0.87,	0.93,	0.89,	0.86,	0.85,	0.83,	-1892.00,	-3791.00,	-5796.00,	-7946.00,	-10094.00,	-363.00,	-755.00,	-935.00,	-912.00,	-1275.00,	1529.00,	3054.00,	4626.00,	6389.00,	8258.00,	3408.00,	7015.00,	10756.00,	15162.00,	20328.00,	28688.00,	50928.00,	64411.50,	72836.75,	79426.92,	28688.00,	50928.00,	64411.50,	72836.75,	79426.92,	28688.00,	50928.00,	64411.50,	72836.75,	79426.92,	28688.00,	50928.00,	64411.50,	72836.75,	79426.92,	3
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.10,	0.18,	0.24,	0.28,	0.31,	0.12,	0.20,	0.25,	0.29,	0.33,	0.08,	0.15,	0.20,	0.23,	0.26,	0.13,	0.23,	0.28,	0.33,	0.37,	0.63,	0.73,	0.80,	0.83,	0.84,	0.67,	0.81,	0.85,	0.85,	0.87,	0.64,	0.74,	0.82,	0.85,	0.85,	0.67,	0.82,	0.87,	0.89,	0.89,	0.20,	0.17,	0.16,	0.15,	0.14,	0.19,	0.17,	0.15,	0.15,	0.14,	0.20,	0.18,	0.17,	0.16,	0.16,	0.19,	0.16,	0.15,	0.14,	0.14,	0.95,	0.91,	0.88,	0.87,	0.85,	0.94,	0.90,	0.88,	0.86,	0.85,	0.96,	0.93,	0.90,	0.89,	0.88,	0.93,	0.89,	0.87,	0.85,	0.83,	-2114.00,	-4334.00,	-7080.00,	-10892.00,	-15644.00,	-969.00,	-3100.00,	-6296.00,	-9854.00,	-12830.00,	1183.00,	1356.00,	608.00,	-31.00,	56.00,	3320.00,	6358.00,	10391.00,	15579.00,	22575.00,	26274.00,	47337.25,	60524.00,	68622.42,	74905.75,	26274.00,	47337.25,	60524.00,	68622.42,	74905.75,	26274.00,	47337.25,	60524.00,	68622.42,	74905.75,	26274.00,	47337.25,	60524.00,	68622.42,	74905.75,	4
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.11,	0.20,	0.25,	0.28,	0.31,	0.13,	0.21,	0.25,	0.28,	0.31,	0.09,	0.16,	0.21,	0.24,	0.27,	0.15,	0.24,	0.29,	0.33,	0.36,	0.52,	0.62,	0.65,	0.66,	0.66,	0.52,	0.62,	0.63,	0.66,	0.67,	0.52,	0.54,	0.64,	0.65,	0.65,	0.53,	0.65,	0.67,	0.68,	0.67,	0.14,	0.12,	0.10,	0.10,	0.09,	0.13,	0.11,	0.11,	0.10,	0.09,	0.14,	0.12,	0.11,	0.11,	0.10,	0.13,	0.11,	0.10,	0.09,	0.09,	0.94,	0.90,	0.88,	0.86,	0.85,	0.94,	0.90,	0.88,	0.86,	0.85,	0.95,	0.92,	0.89,	0.88,	0.87,	0.93,	0.88,	0.86,	0.84,	0.83,	1317.00,	2640.00,	4030.00,	5458.00,	6805.00,	2104.00,	4235.00,	6513.00,	8892.00,	11425.00,	788.00,	1584.00,	2397.00,	3173.00,	4111.00,	-522.00,	-974.00,	-1277.00,	-1515.00,	-1980.00,	28865.00,	51418.25,	64814.50,	72827.00,	78683.00,	28865.00,	51418.25,	64814.50,	72827.00,	78683.00,	28865.00,	51418.25,	64814.50,	72827.00,	78683.00,	28865.00,	51418.25,	64814.50,	72827.00,	78683.00,	4
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.11,	0.21,	0.28,	0.34,	0.39,	0.14,	0.24,	0.31,	0.38,	0.43,	0.09,	0.17,	0.23,	0.28,	0.33,	0.15,	0.26,	0.33,	0.40,	0.46,	0.63,	0.81,	0.86,	0.86,	0.87,	0.68,	0.81,	0.82,	0.85,	0.85,	0.62,	0.76,	0.82,	0.85,	0.85,	0.73,	0.83,	0.88,	0.89,	0.87,	0.11,	0.10,	0.09,	0.08,	0.08,	0.11,	0.09,	0.09,	0.08,	0.08,	0.12,	0.10,	0.09,	0.09,	0.08,	0.11,	0.09,	0.08,	0.08,	0.08,	0.94,	0.90,	0.87,	0.84,	0.83,	0.93,	0.88,	0.85,	0.83,	0.82,	0.95,	0.91,	0.89,	0.87,	0.85,	0.93,	0.88,	0.85,	0.83,	0.81,	1637.00,	3787.00,	6486.00,	9778.00,	14332.00,	1988.00,	3700.00,	6121.00,	9917.00,	14297.00,	406.00,	289.00,	-366.00,	-949.00,	-1566.00,	-1453.00,	-5142.00,	-9930.00,	-14507.00,	-18730.00,	29983.75,	53834.09,	68905.89,	78047.58,	84477.93,	29983.75,	53834.09,	68905.89,	78047.58,	84477.93,	29983.75,	53834.09,	68905.89,	78047.58,	84477.93,	29983.75,	53834.09,	68905.89,	78047.58,	84477.93,	4
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.10,	0.18,	0.24,	0.29,	0.32,	0.14,	0.24,	0.30,	0.35,	0.39,	0.08,	0.15,	0.20,	0.23,	0.26,	0.11,	0.18,	0.22,	0.26,	0.29,	0.51,	0.60,	0.63,	0.65,	0.65,	0.52,	0.63,	0.64,	0.65,	0.67,	0.53,	0.53,	0.62,	0.62,	0.63,	0.51,	0.53,	0.61,	0.63,	0.63,	0.14,	0.12,	0.10,	0.10,	0.09,	0.13,	0.11,	0.09,	0.09,	0.08,	0.15,	0.13,	0.12,	0.11,	0.10,	0.14,	0.12,	0.11,	0.10,	0.10,	0.95,	0.91,	0.88,	0.86,	0.84,	0.93,	0.88,	0.85,	0.83,	0.82,	0.96,	0.93,	0.90,	0.88,	0.87,	0.95,	0.91,	0.89,	0.87,	0.86,	-919.00,	-1898.00,	-3069.00,	-4262.00,	-5473.00,	-815.00,	-1523.00,	-2007.00,	-2287.00,	-2229.00,	109.00,	215.00,	393.00,	655.00,	994.00,	1027.00,	2043.00,	3105.00,	4335.00,	5817.00,	26455.00,	48049.00,	62646.25,	72523.25,	79958.25,	26455.00,	48049.00,	62646.25,	72523.25,	79958.25,	26455.00,	48049.00,	62646.25,	72523.25,	79958.25,	26455.00,	48049.00,	62646.25,	72523.25,	79958.25,	4
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.05,	0.10,	0.14,	0.17,	0.20,	0.07,	0.13,	0.18,	0.22,	0.26,	0.05,	0.10,	0.14,	0.17,	0.21,	0.08,	0.14,	0.19,	0.23,	0.27,	0.53,	0.58,	0.63,	0.63,	0.70,	0.54,	0.61,	0.66,	0.70,	0.72,	0.53,	0.57,	0.60,	0.63,	0.66,	0.53,	0.60,	0.63,	0.67,	0.70,	0.15,	0.14,	0.13,	0.12,	0.11,	0.14,	0.13,	0.12,	0.11,	0.11,	0.15,	0.14,	0.13,	0.12,	0.12,	0.14,	0.13,	0.12,	0.11,	0.11,	0.97,	0.95,	0.93,	0.92,	0.90,	0.96,	0.93,	0.91,	0.90,	0.88,	0.97,	0.95,	0.93,	0.91,	0.90,	0.96,	0.93,	0.91,	0.89,	0.87,	1126.00,	2245.00,	3341.00,	4473.00,	5640.00,	-3064.00,	-6323.00,	-10507.00,	-15992.00,	-23036.00,	-4203.00,	-8416.00,	-13047.00,	-18273.00,	-24393.00,	-5320.00,	-10775.00,	-16919.00,	-24240.00,	-33030.00,	13876.00,	26472.75,	36136.00,	43993.50,	50598.69,	13876.00,	26472.75,	36136.00,	43993.50,	50598.69,	13876.00,	26472.75,	36136.00,	43993.50,	50598.69,	13876.00,	26472.75,	36136.00,	43993.50,	50598.69,	4
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.09,	0.17,	0.22,	0.26,	0.30,	0.12,	0.20,	0.25,	0.30,	0.35,	0.09,	0.16,	0.21,	0.25,	0.28,	0.13,	0.22,	0.28,	0.34,	0.40,	0.53,	0.61,	0.65,	0.69,	0.70,	0.54,	0.65,	0.67,	0.68,	0.70,	0.53,	0.63,	0.65,	0.66,	0.69,	0.57,	0.65,	0.67,	0.72,	0.74,	0.09,	0.08,	0.07,	0.07,	0.06,	0.09,	0.08,	0.07,	0.06,	0.06,	0.09,	0.08,	0.07,	0.07,	0.07,	0.09,	0.07,	0.07,	0.06,	0.06,	0.95,	0.92,	0.89,	0.87,	0.86,	0.94,	0.90,	0.88,	0.86,	0.84,	0.96,	0.92,	0.90,	0.88,	0.87,	0.94,	0.89,	0.87,	0.85,	0.83,	1029.00,	2040.00,	3012.00,	4126.00,	4839.00,	1502.00,	3164.00,	5012.00,	7474.00,	10012.00,	477.00,	966.00,	1580.00,	2330.00,	3323.00,	-545.00,	-1093.00,	-1693.00,	-2199.00,	-2411.00,	24303.00,	43843.25,	56750.50,	65883.58,	73488.61,	24303.00,	43843.25,	56750.50,	65883.58,	73488.61,	24303.00,	43843.25,	56750.50,	65883.58,	73488.61,	24303.00,	43843.25,	56750.50,	65883.58,	73488.61,	4
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.13,	0.24,	0.34,	0.42,	0.51,	0.17,	0.31,	0.43,	0.55,	0.66,	0.11,	0.20,	0.28,	0.36,	0.42,	0.16,	0.29,	0.39,	0.49,	0.59,	0.64,	0.77,	0.82,	0.86,	0.87,	0.72,	0.81,	0.88,	0.89,	0.91,	0.63,	0.74,	0.81,	0.83,	0.87,	0.70,	0.79,	0.85,	0.88,	0.90,	0.08,	0.07,	0.06,	0.05,	0.05,	0.08,	0.06,	0.05,	0.05,	0.04,	0.09,	0.07,	0.06,	0.06,	0.05,	0.08,	0.06,	0.05,	0.05,	0.04,	0.94,	0.88,	0.84,	0.82,	0.79,	0.91,	0.85,	0.81,	0.78,	0.76,	0.95,	0.90,	0.87,	0.84,	0.82,	0.92,	0.86,	0.83,	0.80,	0.77,	-367.00,	-1120.00,	-2620.00,	-4639.00,	-7670.00,	-2077.00,	-6140.00,	-13370.00,	-22997.00,	-35442.00,	-1605.00,	-3508.00,	-6637.00,	-10544.00,	-14211.00,	-1357.00,	-3362.00,	-6642.00,	-9585.00,	-13086.00,	33271.00,	60778.56,	78932.22,	90409.81,	98430.58,	33271.00,	60778.56,	78932.22,	90409.81,	98430.58,	33271.00,	60778.56,	78932.22,	90409.81,	98430.58,	33271.00,	60778.56,	78932.22,	90409.81,	98430.58,	4
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.11,	0.20,	0.28,	0.35,	0.41,	0.13,	0.23,	0.31,	0.39,	0.45,	0.08,	0.16,	0.22,	0.27,	0.32,	0.14,	0.25,	0.34,	0.42,	0.49,	0.78,	0.91,	0.95,	0.96,	0.97,	0.79,	0.91,	0.94,	0.96,	0.97,	0.74,	0.88,	0.92,	0.95,	0.95,	0.86,	0.96,	0.97,	0.97,	0.97,	0.09,	0.08,	0.07,	0.06,	0.06,	0.09,	0.07,	0.07,	0.06,	0.06,	0.09,	0.08,	0.08,	0.07,	0.07,	0.09,	0.07,	0.07,	0.06,	0.06,	0.95,	0.90,	0.87,	0.85,	0.83,	0.93,	0.89,	0.86,	0.83,	0.81,	0.96,	0.92,	0.90,	0.88,	0.86,	0.93,	0.88,	0.85,	0.83,	0.81,	632.00,	1758.00,	3452.00,	5544.00,	7380.00,	4293.00,	9977.00,	17981.00,	27396.00,	38757.00,	3665.00,	7481.00,	12201.00,	18365.00,	25876.00,	2777.00,	5815.00,	10741.00,	19315.00,	30942.00,	28101.69,	51115.14,	66535.91,	76855.51,	84282.30,	28101.69,	51115.14,	66535.91,	76855.51,	84282.30,	28101.69,	51115.14,	66535.91,	76855.51,	84282.30,	28101.69,	51115.14,	66535.91,	76855.51,	84282.30,	4
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.09,	0.18,	0.24,	0.29,	0.35,	0.10,	0.18,	0.23,	0.28,	0.33,	0.07,	0.13,	0.18,	0.21,	0.25,	0.13,	0.22,	0.30,	0.36,	0.43,	0.61,	0.70,	0.74,	0.77,	0.80,	0.63,	0.74,	0.79,	0.79,	0.81,	0.61,	0.70,	0.76,	0.78,	0.81,	0.63,	0.76,	0.79,	0.81,	0.84,	0.16,	0.13,	0.12,	0.11,	0.10,	0.16,	0.13,	0.12,	0.11,	0.11,	0.17,	0.15,	0.13,	0.13,	0.12,	0.15,	0.12,	0.11,	0.10,	0.09,	0.95,	0.91,	0.88,	0.86,	0.84,	0.95,	0.91,	0.89,	0.87,	0.85,	0.97,	0.94,	0.91,	0.89,	0.88,	0.94,	0.89,	0.86,	0.83,	0.81,	300.00,	588.00,	689.00,	-87.00,	-1857.00,	722.00,	921.00,	-280.00,	-2754.00,	-6942.00,	430.00,	863.00,	1082.00,	1139.00,	1079.00,	136.00,	287.00,	1278.00,	3304.00,	6625.00,	24708.25,	45623.50,	60776.86,	72077.00,	81113.97,	24708.25,	45623.50,	60776.86,	72077.00,	81113.97,	24708.25,	45623.50,	60776.86,	72077.00,	81113.97,	24708.25,	45623.50,	60776.86,	72077.00,	81113.97,	4
261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	261632.00,	261120.00,	260608.00,	260096.00,	259584.00,	261121.00,	260100.00,	259081.00,	258064.00,	257049.00,	0.07,	0.14,	0.18,	0.22,	0.25,	0.10,	0.16,	0.21,	0.25,	0.29,	0.06,	0.12,	0.16,	0.19,	0.21,	0.10,	0.17,	0.21,	0.25,	0.29,	0.53,	0.63,	0.69,	0.71,	0.73,	0.53,	0.66,	0.70,	0.73,	0.74,	0.53,	0.58,	0.63,	0.67,	0.69,	0.55,	0.66,	0.70,	0.70,	0.72,	0.12,	0.11,	0.10,	0.10,	0.09,	0.12,	0.10,	0.10,	0.09,	0.09,	0.13,	0.11,	0.11,	0.10,	0.10,	0.12,	0.10,	0.10,	0.09,	0.09,	0.96,	0.93,	0.91,	0.89,	0.88,	0.95,	0.92,	0.90,	0.88,	0.87,	0.97,	0.94,	0.92,	0.91,	0.90,	0.95,	0.92,	0.90,	0.88,	0.86,	1419.00,	2934.00,	4935.00,	7406.00,	10049.00,	2372.00,	5157.00,	8661.00,	12431.00,	16208.00,	959.00,	1917.00,	2799.00,	3695.00,	4676.00,	-471.00,	-1241.00,	-2426.00,	-4435.00,	-7195.00,	19275.00,	35605.25,	46802.50,	55027.58,	61634.75,	19275.00,	35605.25,	46802.50,	55027.58,	61634.75,	19275.00,	35605.25,	46802.50,	55027.58,	61634.75,	19275.00,	35605.25,	46802.50,	55027.58,	61634.75,	4
